wconfid,pctid,x,y,z,mag
1,20,0.992,-0.086,-0.117,1.002571194
1,20,0.98,-0.035,-0.148,0.991730306
1,20,0.977,0.113,-0.113,0.989983333
1,20,0.992,-0.082,-0.145,1.005889159
1,20,0.996,-0.008,-0.156,1.008174588
1,20,0.969,-0.082,-0.098,0.977388868
1,20,1.031,0.039,-0.129,1.039770648
1,20,1,0.035,-0.145,1.011063796
1,20,1.047,-0.086,-0.129,1.058416742
1,20,0.973,-0.078,-0.133,0.985140599
1,20,0.996,0.039,-0.137,1.006134186
1,20,1.039,-0.066,-0.125,1.048571409
1,20,0.965,-0.16,-0.156,0.990535714
1,20,0.992,0.063,-0.148,1.004956218
1,20,1.039,-0.035,-0.117,1.046152475
1,20,0.969,-0.164,-0.164,0.996369911
1,20,0.988,0.055,-0.125,0.997393603
1,20,1.023,0.031,-0.125,1.031074682
1,20,1.02,0.148,-0.133,1.039227117
1,20,1.012,0.063,-0.125,1.021634964
1,20,0.977,-0.066,-0.152,0.990953581
1,20,0.973,-0.098,-0.113,0.984429784
1,20,1.031,0.078,-0.125,1.041474916
1,20,0.969,-0.023,-0.141,0.979474859
1,20,0.969,-0.082,-0.117,0.979476391
1,20,1.047,0.102,-0.121,1.058892818
1,20,1.02,-0.016,-0.137,1.029283732
1,20,0.973,-0.074,-0.121,0.983283276
1,20,1.043,0.109,-0.113,1.054750681
1,20,0.961,0.008,-0.148,0.972362587
1,20,1.027,0.07,-0.121,1.036469971
1,20,1,0.09,-0.133,1.012812421
1,20,0.992,-0.023,-0.125,1.000108994
1,20,0.973,-0.02,-0.137,0.982801099
1,20,1.008,0.113,-0.137,1.023524304
1,20,1,-0.012,-0.125,1.00785366
1,20,0.977,-0.113,-0.125,0.991424732
1,20,1.008,0.117,-0.121,1.021955968
1,20,1.023,0.016,-0.125,1.030732749
1,20,0.988,-0.141,-0.16,1.010754669
1,20,0.965,-0.023,-0.125,0.973333961
1,20,1.012,0.039,-0.133,1.021447013
1,20,0.977,-0.117,-0.156,0.996270044
1,20,0.98,-0.035,-0.125,0.988559558
1,20,1.016,0.059,-0.121,1.024879505
1,20,0.953,0.113,-0.152,0.971638822
1,20,1.023,0.109,-0.125,1.036356599
1,20,0.984,0.016,-0.145,0.994754744
1,20,0.98,-0.078,-0.133,0.992054938
1,20,0.961,-0.145,-0.117,0.978894785
1,20,0.98,0.031,-0.121,0.987928135
1,20,0.996,-0.07,-0.121,1.0057619
1,20,0.957,-0.172,-0.16,0.985410067
1,20,0.988,0.039,-0.129,0.997148936
1,20,0.992,-0.039,-0.121,1.000112994
1,20,0.969,-0.16,-0.16,0.995068339
1,20,0.988,0.102,-0.129,1.001593231
1,20,1.039,-0.012,-0.133,1.047546658
1,20,0.969,-0.129,-0.148,0.988689031
1,20,0.996,0.141,-0.117,1.0127122
1,20,0.977,-0.012,-0.137,0.986631644
1,20,0.973,-0.121,-0.148,0.991601735
1,20,1.004,0.141,-0.129,1.022026418
1,20,1.012,0.016,-0.129,1.020314167
1,20,0.992,0.125,-0.125,1.007627908
1,20,1.031,0.07,-0.117,1.039975961
1,20,0.98,-0.078,-0.156,0.995399417
1,20,0.977,-0.031,-0.129,0.985967038
1,20,1.027,0.082,-0.113,1.036446815
1,20,0.98,-0.043,-0.152,0.992649485
1,20,0.98,-0.047,-0.121,0.988559558
1,20,1.016,0.086,-0.125,1.027266762
1,20,1,0,-0.168,1.014013807
1,20,1.039,0.121,-0.121,1.052997151
1,20,0.996,0.047,-0.133,1.005939362
1,20,0.996,-0.055,-0.125,1.005318855
1,20,0.953,0.113,-0.121,0.967274005
1,20,0.984,-0.02,-0.121,0.991613332
1,20,1.008,-0.039,-0.129,1.016969026
1,20,0.949,0.105,-0.129,0.963466138
1,20,0.953,-0.023,-0.113,0.959951561
1,20,1.004,-0.012,-0.125,1.011822613
1,20,0.969,-0.145,-0.121,0.987231989
1,20,0.988,0.137,-0.125,1.005255191
1,20,1.02,0.008,-0.125,1.027661909
1,20,0.996,-0.121,-0.152,1.014771403
1,20,0.965,-0.09,-0.113,0.975753043
1,20,0.965,0.008,-0.113,0.971626471
1,20,0.996,-0.098,-0.148,1.01169363
1,20,0.965,-0.082,-0.129,0.977031218
1,20,1.023,0.047,-0.121,1.031202696
1,20,0.988,0.105,-0.148,1.004526257
1,20,1.043,0.082,-0.121,1.05319229
1,20,0.98,-0.023,-0.152,0.991984375
1,20,1.008,0.043,-0.105,1.014365812
1,20,0.988,-0.117,-0.121,1.002234503
1,20,0.984,0,-0.145,0.99462606
1,20,0.984,-0.059,-0.117,0.992686255
1,20,0.98,-0.102,-0.137,0.994772838
1,20,0.965,0.055,-0.121,0.974110363
1,20,0.98,-0.086,-0.125,0.991675854
1,20,0.988,-0.07,-0.137,0.999906496
1,20,1,0.059,-0.141,1.011613563
1,20,1.047,-0.07,-0.137,1.058242883
1,20,1,-0.059,-0.133,1.010529564
1,20,1.008,0.066,-0.133,1.018876342
1,20,1.047,-0.055,-0.121,1.055402767
1,20,0.969,-0.148,-0.156,0.992572919
1,20,0.996,0.07,-0.133,1.00727603
1,20,1.039,-0.016,-0.125,1.046614542
1,20,0.965,-0.16,-0.156,0.990535714
1,20,0.984,0.063,-0.129,0.994417417
1,20,1.027,0.031,-0.129,1.035534162
1,20,0.984,0.16,-0.113,1.003307032
1,20,1.008,0.055,-0.129,1.01770821
1,20,0.973,-0.066,-0.141,0.98537607
1,20,0.973,-0.102,-0.117,0.985302999
1,20,1.027,0.078,-0.129,1.038004817
1,20,0.988,-0.047,-0.145,0.999688952
1,20,0.965,-0.09,-0.117,0.976224359
1,20,1.051,0.098,-0.117,1.06202354
1,20,1.02,0.016,-0.121,1.027276496
1,20,1.039,0.105,-0.117,1.050825866
1,20,0.992,0.047,-0.141,1.003072281
1,20,0.988,-0.051,-0.129,0.997690333
1,20,0.977,0.078,-0.125,0.98804757
1,20,0.98,0.008,-0.121,0.98747405
1,20,1.027,0.066,-0.105,1.034461212
1,20,1,0.063,-0.121,1.009262107
1,20,1.012,0.016,-0.129,1.020314167
1,20,0.996,0.156,-0.121,1.015378255
1,20,1.02,0.07,-0.117,1.029071912
1,20,0.988,-0.043,-0.148,0.999948499
1,20,0.965,-0.09,-0.117,0.976224359
1,20,1.047,0.098,-0.121,1.058514998
1,20,0.977,-0.012,-0.133,0.986084175
1,20,0.973,-0.078,-0.113,0.982640321
1,20,1.047,0.113,-0.113,1.059125583
1,20,0.988,-0.016,-0.141,0.998138768
1,20,0.977,-0.078,-0.105,0.985716998
1,20,1.008,0.102,-0.098,1.01787622
1,20,0.992,0.035,-0.137,1.002026946
1,20,1.031,0.063,-0.125,1.040459033
1,20,1.004,0.102,-0.129,1.017379477
1,20,0.996,-0.035,-0.129,1.004928853
1,20,0.949,0.004,-0.125,0.957205307
1,20,0.965,-0.035,-0.129,0.974213016
1,20,1.016,-0.004,-0.125,1.023668403
1,20,0.973,0.07,-0.125,0.983490722
1,20,0.961,-0.035,-0.117,0.968728548
1,20,1.016,0.027,-0.125,1.024016601
1,20,0.965,-0.133,-0.148,0.985300969
1,20,0.988,-0.02,-0.129,0.996586675
1,20,1.02,0.039,-0.125,1.028370556
1,20,0.992,-0.098,-0.145,1.007319711
1,20,1.012,-0.047,-0.133,1.021783734
1,20,1.012,0.051,-0.125,1.02096523
1,20,0.988,-0.086,-0.145,1.002279901
1,20,0.973,-0.082,-0.121,0.983917679
1,20,1.031,0.059,-0.121,1.039751413
1,20,0.969,-0.063,-0.145,0.9818121
1,20,0.965,-0.098,-0.121,0.977481458
1,20,1.031,0.031,-0.125,1.039012512
1,20,0.961,0.082,-0.145,0.975330713
1,20,1.059,0.121,-0.113,1.071863331
1,20,0.992,0.035,-0.129,1.000964535
1,20,0.984,-0.043,-0.121,0.99234369
1,20,1.012,-0.156,-0.148,1.03459364
1,20,1.004,0.086,-0.133,1.016415761
1,20,0.996,-0.02,-0.129,1.004518293
1,20,0.965,-0.137,-0.145,0.985402963
1,20,1.008,0.117,-0.133,1.023446139
1,20,0.977,-0.02,-0.129,0.985682505
1,20,0.961,-0.141,-0.156,0.983736753
1,20,0.996,0.133,-0.125,1.012585799
1,20,1.023,0.016,-0.117,1.029793183
1,20,0.988,0.113,-0.16,1.007230361
1,20,1.031,0.074,-0.121,1.040710334
1,20,0.977,-0.066,-0.152,0.990953581
1,20,0.984,-0.027,-0.129,0.992786986
1,20,1.023,0.082,-0.125,1.033865562
1,20,0.973,-0.051,-0.152,0.986120682
1,20,0.984,-0.035,-0.121,0.992029233
1,20,1.023,0.082,-0.125,1.033865562
1,20,0.992,-0.016,-0.137,1.001543309
1,20,0.984,-0.098,-0.117,0.995765535
1,20,1.031,0.066,-0.125,1.040644992
1,20,0.988,0.004,-0.145,0.998591508
1,20,1.059,0.121,-0.129,1.073668012
1,20,0.977,0.047,-0.121,0.985585613
1,20,1,-0.02,-0.125,1.007980655
1,20,0.969,0.105,-0.125,0.982655077
1,20,0.961,-0.031,-0.121,0.969083588
1,20,0.992,-0.008,-0.125,0.999876492
1,20,0.938,0.086,-0.102,0.947440763
1,20,0.969,-0.055,-0.117,0.977586313
1,20,1,0.004,-0.125,1.007790157
1,20,0.965,-0.117,-0.156,0.984504952
1,20,0.969,-0.078,-0.121,0.979635647
1,20,0.988,0.027,-0.133,0.997277293
1,20,0.988,-0.105,-0.16,1.006364248
1,20,0.961,-0.078,-0.113,0.970759496
1,20,1.027,0.059,-0.117,1.035325553
1,20,0.988,-0.074,-0.148,1.00176045
1,20,0.957,-0.074,-0.117,0.966961219
1,20,1.035,0.078,-0.113,1.044068005
1,20,0.969,-0.02,-0.148,0.980441227
1,20,0.98,-0.082,-0.125,0.991336976
1,20,1.027,0.074,-0.121,1.0367478
1,20,1,0.055,-0.133,1.010303915
1,20,1.027,0.094,-0.117,1.037908474
1,20,1,0.059,-0.141,1.011613563
1,20,0.996,-0.07,-0.129,1.00675568
1,20,0.98,-0.082,-0.117,0.990360036
1,20,0.988,0.078,-0.137,1.000498376
1,20,1.008,-0.047,-0.125,1.01680775
1,20,0.957,-0.02,-0.133,0.966404677
1,20,0.992,0.09,-0.137,1.00545164
1,20,1,-0.016,-0.125,1.007909222
1,20,0.973,-0.129,-0.152,0.993213975
1,20,0.984,0.09,-0.129,0.996492348
1,20,1.047,0,-0.129,1.054917058
1,20,0.996,0.16,-0.152,1.020156851
1,20,1.012,0.008,-0.129,1.020220074
1,20,0.984,-0.066,-0.145,0.996813423
1,20,0.977,-0.105,-0.121,0.990047979
1,20,1.008,0.066,-0.117,1.016911501
1,20,0.984,-0.039,-0.148,0.995831813
1,20,0.969,-0.098,-0.113,0.980476415
1,20,1.047,0.102,-0.113,1.058008507
1,20,0.992,-0.012,-0.145,1.002613086
1,20,0.973,-0.074,-0.117,0.982799064
1,20,1.043,0.113,-0.117,1.055607408
1,20,0.969,0.02,-0.125,0.977233851
1,20,1.031,-0.07,-0.113,1.039533549
1,20,0.992,-0.156,-0.16,1.016857906
1,20,1.004,0.023,-0.137,1.013564995
1,20,1.039,0.074,-0.125,1.049105333
1,20,1.008,0.121,-0.129,1.023399238
1,20,1.008,-0.004,-0.133,1.016744314
1,20,0.965,0.031,-0.117,0.972561052
1,20,0.957,-0.055,-0.125,0.966694885
1,20,1.023,0.016,-0.129,1.031225485
1,20,1.004,-0.07,-0.137,1.015718957
1,20,0.961,-0.063,-0.113,0.969669531
1,20,1.02,0.047,-0.125,1.028705011
1,20,0.965,-0.102,-0.156,0.982835185
1,20,0.977,-0.051,-0.125,0.986283428
1,20,1.027,0.051,-0.129,1.036325721
1,20,0.984,-0.082,-0.145,0.998000501
1,20,1.004,-0.023,-0.129,1.012514691
1,20,1.02,0.074,-0.113,1.028904757
1,20,0.98,-0.051,-0.152,0.993028197
1,20,0.973,-0.063,-0.121,0.982516667
1,20,1.043,0.082,-0.125,1.053659338
1,20,0.961,-0.031,-0.152,0.973440291
1,20,0.973,-0.082,-0.113,0.98296592
1,20,1.039,0.074,-0.125,1.049105333
1,20,0.961,0.063,-0.137,0.972758449
1,20,1.062,0.113,-0.117,1.074384475
1,20,1.012,0.035,-0.137,1.02183071
1,20,0.988,-0.016,-0.125,0.996004518
1,20,0.969,-0.141,-0.145,0.989882316
1,20,1.012,0.105,-0.133,1.02608869
1,20,1.004,-0.004,-0.117,1.010802157
1,20,0.969,-0.133,-0.152,0.989825237
1,20,1.008,0.148,-0.129,1.026941576
1,20,0.992,-0.004,-0.125,0.999852489
1,20,0.957,-0.117,-0.152,0.976033811
1,20,1,0.16,-0.129,1.020902052
1,20,1.012,0.059,-0.137,1.022934015
1,20,0.984,0.117,-0.152,1.002521321
1,20,1.047,0.113,-0.121,1.060008962
1,20,0.977,-0.008,-0.145,0.98773377
1,20,0.98,-0.047,-0.121,0.988559558
1,20,1.043,0.102,-0.125,1.055404188
1,20,0.98,0.051,-0.137,0.990843075
1,20,1,-0.023,-0.141,1.010153454
1,20,0.973,-0.125,-0.137,0.990516532
1,20,1,0.063,-0.141,1.011854733
1,20,1.023,-0.043,-0.125,1.031505211
1,20,0.965,-0.125,-0.145,0.983806383
1,20,1,0.094,-0.141,1.014256871
1,20,1.043,-0.039,-0.125,1.051187424
1,20,0.988,-0.086,-0.148,1.002718305
1,20,0.992,0.094,-0.129,1.004759175
1,20,1.039,0.039,-0.121,1.046748776
1,20,0.977,0.047,-0.121,0.985585613
1,20,1.016,0.055,-0.121,1.024657016
1,20,0.957,-0.078,-0.141,0.97047102
1,20,0.973,-0.094,-0.125,0.985489726
1,20,1.012,0.055,-0.121,1.020690942
1,20,0.977,-0.051,-0.156,0.990689659
1,20,0.973,-0.098,-0.125,0.985879303
1,20,1.016,0.027,-0.137,1.025550584
1,20,0.984,-0.031,-0.148,0.995550601
1,20,0.973,-0.098,-0.121,0.98538013
1,20,1.02,0.078,-0.125,1.030586726
1,20,0.969,-0.008,-0.145,0.979821412
1,20,0.984,-0.074,-0.121,0.994169503
1,20,1.039,0.121,-0.121,1.052997151
1,20,0.969,0.027,-0.145,0.980160701
1,20,1.039,0.09,-0.121,1.049886661
1,20,0.996,0.125,-0.117,1.010608727
1,20,1.004,-0.008,-0.129,1.012285039
1,20,0.961,-0.121,-0.121,0.976116284
1,20,1.012,0.141,-0.125,1.029393025
1,20,1.008,0.016,-0.125,1.015846937
1,20,0.992,-0.105,-0.152,1.009055499
1,20,0.953,-0.059,-0.121,0.962460908
1,20,1.027,0.035,-0.125,1.035171
1,20,0.992,-0.047,-0.141,1.003072281
1,20,0.949,-0.066,-0.113,0.957980167
1,20,1.031,0.063,-0.117,1.039528258
1,20,0.98,0.078,-0.137,0.992599113
1,20,1.02,0.086,-0.109,1.029406139
1,20,1.035,-0.008,-0.168,1.048576654
1,20,0.98,0.102,-0.109,0.991304696
1,20,0.992,-0.07,-0.137,1.003859054
1,20,0.992,0.031,-0.141,1.002449999
1,20,0.988,-0.094,-0.121,0.999810482
1,20,0.973,-0.016,-0.141,0.983293446
1,20,1.004,0.047,-0.137,1.014393415
1,20,1.051,-0.059,-0.129,1.060529585
1,20,0.973,-0.137,-0.152,0.994284667
1,20,0.996,0.066,-0.141,1.008093746
1,20,1.043,-0.035,-0.125,1.051046621
1,20,0.961,-0.164,-0.156,0.987295802
1,20,0.984,0.059,-0.129,0.994172017
1,20,1.027,-0.016,-0.125,1.034702856
1,20,0.953,-0.137,-0.148,0.974105744
1,20,1.008,0.055,-0.113,1.015804115
1,20,1.02,0.023,-0.125,1.027888126
1,20,0.996,0.164,-0.117,1.016169769
1,20,1.031,0.063,-0.125,1.040459033
1,20,0.973,-0.047,-0.141,0.984286036
1,20,0.965,-0.094,-0.113,0.976130114
1,20,1.051,0.09,-0.117,1.061315222
1,20,0.996,-0.004,-0.141,1.005938865
1,20,0.973,-0.078,-0.121,0.983592395
1,20,1.043,0.105,-0.129,1.056179436
1,20,0.988,-0.012,-0.141,0.998082662
1,20,0.98,-0.063,-0.117,0.988968149
1,20,1.074,0.113,-0.156,1.09113748
1,20,0.98,0.023,-0.145,0.990935921
1,20,1.02,0.047,-0.125,1.028705011
1,20,1,0.098,-0.137,1.014087274
1,20,1,-0.023,-0.125,1.008044642
1,20,1.004,0.043,-0.137,1.014215953
1,20,0.957,-0.023,-0.109,0.963461987
1,20,1.016,-0.008,-0.121,1.023211122
1,20,0.973,-0.133,-0.129,0.990484225
1,20,0.996,0.102,-0.129,1.009485513
1,20,1.012,0.035,-0.121,1.019808806
1,20,0.98,-0.125,-0.164,1.001459435
1,20,0.984,-0.023,-0.121,0.991678375
1,20,1.008,0.043,-0.129,1.017130277
1,20,0.98,-0.098,-0.148,0.995945782
1,20,0.949,-0.051,-0.133,0.959630658
1,20,1.023,0.063,-0.133,1.033531325
1,20,0.988,0.121,-0.148,1.0063245
1,20,1.039,0.121,-0.121,1.052997151
1,20,1,0.016,-0.137,1.009467682
1,20,0.98,-0.066,-0.129,0.990654834
1,20,0.961,-0.164,-0.121,0.982373656
1,20,0.977,0.031,-0.121,0.984952283
1,20,0.98,-0.039,-0.125,0.98870926
1,20,0.965,-0.168,-0.152,0.991238115
1,20,0.992,0.063,-0.129,1.002334276
1,20,0.996,-0.02,-0.117,1.003047855
1,20,0.914,-0.141,-0.137,0.934904273
1,20,1.008,0.129,-0.129,1.024375908
1,20,1.027,-0.004,-0.121,1.034111213
1,20,0.973,-0.129,-0.152,0.993213975
1,20,1,0.148,-0.117,1.017640899
1,20,1.008,0.012,-0.129,1.016291789
1,20,0.988,0.141,-0.148,1.008924675
1,20,1.055,0.086,-0.121,1.065392885
1,20,0.992,-0.055,-0.148,1.004486436
1,20,0.98,-0.063,-0.121,0.989449342
1,20,1.047,0.102,-0.125,1.059357352
1,20,0.98,-0.016,-0.145,0.990798163
1,20,0.984,-0.02,-0.121,0.991613332
1,20,1.035,0.098,-0.121,1.046647027
1,20,0.98,0.031,-0.133,0.989469555
1,20,1.027,-0.035,-0.137,1.036688478
1,20,0.977,-0.113,-0.141,0.99356882
1,20,1,0.059,-0.133,1.010529564
1,20,1.031,-0.066,-0.133,1.041636213
1,20,0.973,-0.094,-0.152,0.989277009
1,20,1,0.074,-0.133,1.011516189
1,20,1.051,0.074,-0.125,1.060991046
1,20,0.996,0.043,-0.121,1.004243994
1,20,1.008,0.031,-0.121,1.015709604
1,20,0.969,-0.121,-0.164,0.99020099
1,20,0.965,-0.063,-0.121,0.974594788
1,20,1.008,0.043,-0.121,1.016146643
1,20,0.969,-0.078,-0.172,0.987233002
1,20,0.961,-0.09,-0.117,0.972270538
1,20,1.016,0.031,-0.137,1.025663688
1,20,0.977,-0.047,-0.148,0.989263362
1,20,0.977,-0.109,-0.129,0.991489284
1,20,1.004,0.047,-0.129,1.013343969
1,20,0.98,-0.031,-0.145,0.991153873
1,20,0.973,-0.098,-0.121,0.98538013
1,20,1.043,0.109,-0.113,1.054750681
1,20,0.973,-0.008,-0.141,0.98319581
1,20,0.977,-0.074,-0.113,0.98629306
1,20,1.047,0.117,-0.121,1.060442832
1,20,0.961,0.027,-0.145,0.972252539
1,20,1.039,0.082,-0.113,1.048338686
1,20,0.988,0.129,-0.109,1.002330285
1,20,1.008,-0.008,-0.137,1.017298874
1,20,0.961,-0.113,-0.121,0.97515691
1,20,1.012,0.137,-0.129,1.029346395
1,20,1.012,0.012,-0.129,1.020259281
1,20,0.988,-0.078,-0.141,1.001053945
1,20,0.957,-0.063,-0.113,0.965705442
1,20,1.031,0.039,-0.117,1.038350134
1,20,1.016,0.023,-0.125,1.023918942
1,20,1.035,0.09,-0.109,1.04460806
1,20,0.984,-0.023,-0.141,0.994316851
1,20,0.977,0.105,-0.125,0.9905448
1,20,0.988,-0.094,-0.121,0.999810482
1,20,1.02,0.004,-0.152,1.03127106
1,20,0.977,-0.078,-0.121,0.987549492
1,20,0.977,-0.055,-0.125,0.986498353
1,20,0.996,0.047,-0.137,1.006476031
1,20,0.988,-0.074,-0.125,0.99862155
1,20,0.984,-0.086,-0.141,0.997764
1,20,1,0.063,-0.133,1.010770993
1,20,1.047,-0.051,-0.125,1.055668035
1,20,0.969,-0.16,-0.156,0.994433004
1,20,0.996,0.074,-0.133,1.007561909
1,20,1.043,-0.012,-0.121,1.050063808
1,20,0.961,-0.152,-0.16,0.986014706
1,20,0.996,0.063,-0.133,1.006813786
1,20,1.02,0.008,-0.125,1.027661909
1,20,1,0.145,-0.109,1.016319832
1,20,1.012,0.066,-0.133,1.022833809
1,20,0.98,-0.043,-0.148,0.992044858
1,20,0.977,-0.094,-0.117,0.988460419
1,20,1.031,0.094,-0.121,1.042323366
1,20,0.98,-0.016,-0.129,0.98858333
1,20,0.977,-0.094,-0.117,0.988460419
1,20,1.055,0.117,-0.121,1.068342174
1,20,0.992,0.016,-0.141,1.002098299
1,20,1.043,0.102,-0.121,1.054937913
1,20,0.996,0.094,-0.133,1.009227923
1,20,0.996,-0.016,-0.125,1.003940735
1,20,0.969,0.066,-0.129,0.979774464
1,20,0.969,-0.035,-0.129,0.978175342
1,20,0.996,-0.016,-0.121,1.003450547
1,20,0.969,0.008,-0.121,0.976558242
1,20,0.977,-0.063,-0.121,0.986478079
1,20,1.023,0.027,-0.129,1.031454798
1,20,0.984,-0.082,-0.141,0.99742719
1,20,0.969,-0.063,-0.125,0.979058221
1,20,1.035,0.059,-0.121,1.043717874
1,20,0.973,-0.102,-0.156,0.990691173
1,20,0.977,-0.055,-0.113,0.985049745
1,20,1.035,0.086,-0.121,1.045591699
1,20,0.965,-0.055,-0.148,0.977831274
1,20,1.012,-0.023,-0.137,1.021490088
1,20,1.02,0.086,-0.117,1.030283941
1,20,0.996,0,-0.141,1.005930912
1,20,1.02,0.105,-0.125,1.032981123
1,20,1.004,0.07,-0.137,1.015718957
1,20,1,-0.043,-0.125,1.008699162
1,20,0.965,-0.148,-0.121,0.983753018
1,20,0.996,0.07,-0.125,1.006250963
1,20,1.012,-0.016,-0.125,1.01981616
1,20,0.949,-0.168,-0.121,0.97132178
1,20,1.008,0.035,-0.141,1.018415436
1,20,1.008,0.023,-0.113,1.014574788
1,20,0.98,0.145,-0.168,1.004812918
1,20,1.023,0.082,-0.121,1.033389568
1,20,0.98,-0.035,-0.145,0.991287042
1,20,0.984,0.137,-0.113,0.999896995
1,20,0.973,-0.09,-0.113,0.983665594
1,20,0.988,0.02,-0.141,0.9982109
1,20,0.992,-0.078,-0.125,1.002882346
1,20,0.965,-0.129,-0.141,0.983741328
1,20,0.992,0,-0.133,1.000876116
1,20,0.977,-0.07,-0.125,0.987448226
1,20,0.961,-0.148,-0.148,0.983528851
1,20,0.992,0.035,-0.141,1.002581667
1,20,1.031,-0.047,-0.117,1.038681376
1,20,0.969,-0.137,-0.152,0.990370638
1,20,0.996,0.066,-0.141,1.008093746
1,20,0.98,-0.023,-0.133,0.989251232
1,20,0.969,-0.137,-0.141,0.98874213
1,20,0.988,0.102,-0.133,1.002116261
1,20,1.008,-0.016,-0.129,1.01634689
1,20,0.965,-0.109,-0.148,0.982349225
1,20,1.008,0.125,-0.129,1.023879876
1,20,1.016,0.043,-0.133,1.025570085
1,20,0.992,0.082,-0.129,1.003707627
1,20,1.027,0.063,-0.121,1.036020753
1,20,0.973,-0.09,-0.152,0.98890495
1,20,0.973,-0.027,-0.121,0.980866454
1,20,1.035,0.074,-0.121,1.044673155
1,20,0.984,-0.055,-0.152,0.997188548
1,20,0.977,-0.082,-0.113,0.986925529
1,20,1.016,0.066,-0.121,1.025306296
1,20,0.992,-0.012,-0.152,1.003649341
1,20,0.98,-0.109,-0.125,0.993934605
1,20,1.027,0.023,-0.125,1.034834769
1,20,0.984,0.023,-0.145,0.994891954
1,20,1.043,0.113,-0.129,1.05700473
1,20,1.008,0.07,-0.133,1.019143268
1,20,1.008,-0.031,-0.129,1.016693661
1,20,0.957,0.094,-0.117,0.968697063
1,20,0.949,-0.043,-0.117,0.957151503
1,20,1.004,0.008,-0.117,1.0108259
1,20,0.988,-0.129,-0.16,1.009150633
1,20,0.949,-0.066,-0.113,0.957980167
1,20,1.027,-0.004,-0.121,1.034111213
1,20,0.965,-0.102,-0.113,0.976932956
1,20,1.016,0.148,-0.137,1.035822861
1,20,1.016,0.063,-0.125,1.025597387
1,20,0.977,-0.063,-0.148,0.990152514
1,20,0.965,-0.094,-0.121,0.977088532
1,20,1.035,0.082,-0.121,1.0452703
1,20,0.996,-0.02,-0.129,1.004518293
1,20,0.969,-0.086,-0.125,0.980806811
1,20,1.055,0.105,-0.117,1.066648489
1,20,0.984,0,-0.137,0.993491319
1,20,1.051,0.102,-0.121,1.062848061
1,20,0.988,0.074,-0.141,1.000750219
1,20,0.996,-0.039,-0.121,1.004080674
1,20,0.977,-0.102,-0.137,0.991817524
1,20,0.996,0.102,-0.129,1.009485513
1,20,0.992,-0.039,-0.125,1.000604817
1,20,0.969,-0.023,-0.141,0.979474859
1,20,1.004,0.113,-0.129,1.018541114
1,20,1.012,-0.008,-0.121,1.019239422
1,20,0.977,-0.102,-0.152,0.994000503
1,20,1.004,0.121,-0.125,1.018961236
1,20,1.02,0.02,-0.117,1.026883148
1,20,0.984,0.148,-0.16,1.007849195
1,20,1.016,0.047,-0.125,1.024738991
1,20,0.984,-0.043,-0.152,0.996598716
1,20,0.969,-0.086,-0.109,0.978896317
1,20,0.992,0.031,-0.121,0.999832986
1,20,0.98,-0.008,-0.141,0.99012373
1,20,0.984,-0.086,-0.125,0.995628947
1,20,1.023,0.098,-0.121,1.034782103
1,20,0.988,0.02,-0.129,0.996586675
1,20,1.043,-0.082,-0.133,1.054638327
1,20,0.961,-0.148,-0.152,0.98413871
1,20,0.988,0.035,-0.137,0.998067132
1,20,1.039,-0.059,-0.117,1.047230156
1,20,0.957,-0.168,-0.156,0.984077741
1,20,1.027,0.008,-0.125,1.034610071
1,20,1.035,0.066,-0.125,1.04460806
1,20,0.992,0.145,-0.121,1.009816815
1,20,1.016,0.035,-0.125,1.024258756
1,20,0.988,-0.07,-0.156,1.002686392
1,20,0.977,-0.074,-0.121,0.987241612
1,20,1.008,0.063,-0.121,1.017189265
1,20,0.977,0,-0.145,0.987701372
1,20,1.023,0.09,-0.129,1.035021739
1,20,0.996,0.008,-0.141,1.005962723
1,20,0.988,-0.078,-0.137,1.000498376
1,20,0.977,0.09,-0.125,0.989067237
1,20,0.961,0.059,-0.141,0.973079133
1,20,1.059,0.113,-0.125,1.072322246
1,20,1.012,0.059,-0.137,1.022934015
1,20,1.035,-0.008,-0.125,1.042551677
1,20,0.969,-0.156,-0.16,0.994433004
1,20,1,0.066,-0.125,1.009941087
1,20,1.016,0.016,-0.121,1.02330494
1,20,1.031,0.145,-0.191,1.058521138
1,20,1.027,0.09,-0.129,1.038975457
1,20,0.984,-0.027,-0.137,0.993858139
1,20,0.977,-0.09,-0.117,0.988088053
1,20,1.035,0.098,-0.117,1.046192143
1,20,1.012,0.004,-0.141,1.021783245
1,20,1.039,-0.082,-0.121,1.049231147
1,20,0.973,-0.137,-0.152,0.994284667
1,20,0.988,-0.004,-0.137,0.997461277
1,20,0.984,-0.059,-0.125,0.993660908
1,20,1.055,0.117,-0.121,1.068342174
1,20,0.992,0.047,-0.141,1.003072281
1,20,1.027,-0.023,-0.137,1.036352739
1,20,0.973,-0.133,-0.152,0.993741415
1,20,0.984,0.102,-0.121,0.996644872
1,20,1.016,0.043,-0.121,1.024083004
1,20,1.008,0.121,-0.121,1.022421635
1,20,1.023,0.016,-0.125,1.030732749
1,20,0.957,-0.117,-0.16,0.977311619
1,20,0.973,-0.043,-0.109,0.980030102
1,20,1.023,0.043,-0.121,1.031028128
1,20,0.969,-0.113,-0.164,0.989255275
1,20,0.98,-0.027,-0.117,0.987328719
1,20,1.012,0.066,-0.113,1.020425891
